SeqName	Description
Gene_010053	rnase adapter
Gene_010054	hypothetical protein pbra 005872
Gene_010055	ankyrin repeat
Gene_010056	hypothetical protein pbra 005874
Gene_010057	probable serine incorporator
Gene_010058	enhancer of mrna-decapping 4
Gene_010059	wd repeat-containing 27
Gene_010060	hypothetical protein pbra 005876
Gene_010061	hypothetical protein pbra 005877
Gene_010062	hypothetical protein pbra 005878
Gene_010063	f1 delta epsilon subunit
Gene_010064	50s ribosomal l9
Gene_010065	hypothetical protein pbra 005882
Gene_010066	hypothetical protein pbra 005883
Gene_010068	hypothetical protein pbra 005884
Gene_010069	hypothetical protein pbra 005885
Gene_010070	diphthamide biosynthesis dph3
Gene_010071	regulator of telomere elongation helicase 1
Gene_010072	fanconi anemia group j
Gene_010073	neutral alpha-glucosidase ab
Gene_010074	neutral alpha-glucosidase ab isoform x3
Gene_010075	drev methyltransferase
Gene_010076	rna exonuclease 2
Gene_010077	[micromonas commoda]
Gene_010079	pyruvate dehydrogenase kinase
Gene_010080	hypothetical protein pbra 000772
Gene_010081	hypothetical protein pbra 005894
Gene_010083	hig1 domain family member mitochondrial
Gene_010085	hypothetical protein pbra 005896
Gene_010086	hypothetical protein pbra 005897
Gene_010088	hypothetical protein pbra 004167
Gene_010089	clathrin heavy chain
Gene_010090	sporangia induced trp
Gene_010091	eve domain-containing
Gene_010092	hypothetical protein pbra 005901
Gene_010093	eve domain-containing
Gene_010095	hypothetical protein pbra 005903
Gene_010096	hypothetical protein pbra 005903
Gene_010097	hypothetical protein pbra 005904
Gene_010098	6-phosphogluconolactonase
Gene_010099	ubiquinol-cytochrome c iron-sulfur subunit
Gene_010100	1-phosphatidylinositol-4-phosphate 5-kinase
Gene_010101	hypothetical protein pbra 005907
Gene_010102	pyruvate kinase
Gene_010103	diphthine-ammonia ligase
Gene_010104	hypothetical protein pbra 005910
Gene_010105	rf-1 domain-domain-containing
Gene_010106	pyrroline-5-carboxylate reductase
Gene_010107	kif1-binding homolog
Gene_010108	nadh dehydrogenase [ubiquinone] iron-sulfur mitochondrial-like
Gene_010109	dna damage-binding 1a isoform x1
Gene_010111	glycosyltransferase family 17
Gene_010112	beta-1;4-mannosyl-glyco 4-beta-n-acetylglucosaminyltransferase-like
Gene_010113	glycoside hydrolase family 5
Gene_010114	hypothetical protein pbra 000523
Gene_010115	med26 domain containing
Gene_010116	non-histone chromosomal 6
Gene_010118	hypothetical protein pbra 005922
Gene_010119	asparaginyl-trna synthetase
Gene_010120	phosphomevalonate kinase
Gene_010121	hypothetical protein pbra 005925
Gene_010122	beta-1;3-mannanase [rhodotorula toruloides np11]
Gene_010123	extracellular matrix a-like
Gene_010124	lipase yor059c
Gene_010126	nicastrin isoform x3
Gene_010127	hypothetical protein pbra 005930
Gene_010128	hypothetical protein pbra 008155
Gene_010130	probable e3 ubiquitin-ligase herc2
Gene_010131	hypothetical protein naga 100346g7
Gene_010132	mfs general substrate transporter
Gene_010133	hypothetical protein pbra 005933
Gene_010134	hypothetical protein pbra 005935
Gene_010135	major facilitator superfamily (mfs)
Gene_010138	metal transporter nramp6 isoform x1
Gene_010139	metal transporter nramp6-like isoform x1
Gene_010140	mitotic spindle-associated mmxd complex subunit mip18-like
Gene_010141	dynactin subunit 2 isoform x1
Gene_010142	signal recognition particle subunit srp72
Gene_010143	hypothetical protein pbra 005941
Gene_010144	hypothetical protein pbra 005941
Gene_010145	hypothetical protein pbra 005942
Gene_010146	hypothetical protein pbra 005942
Gene_010147	arm repeat superfamily
Gene_010149	hypothetical protein pbra 005943
Gene_010150	hypothetical protein bvrb 031800; partial
Gene_010152	alpha beta-hydrolase
Gene_010154	katanin p60 atpase-containing subunit a-like 2 isoform x13
Gene_010155	katanin p60 atpase-containing subunit a-like 2
Gene_010156	hypothetical protein pbra 005946
Gene_010157	hypothetical protein pbra 005947
Gene_010158	inositol polyphosphate multikinase
Gene_010159	hypothetical protein pbra 005949
Gene_010160	ring finger 122
Gene_010161	hypothetical protein pbra 005894
Gene_010162	hypothetical protein pbra 005894
Gene_010163	solute:sodium symporter (sss) family transporter
Gene_010164	urea active transporter
Gene_010166	pyridoxal-dependent decarboxylase domain-containing 2 isoform x1
Gene_010169	phosducin
Gene_010170	hypothetical protein pbra 009528
Gene_010172	agamous-like mads-box agl27 isoform x2
Gene_010174	hypothetical protein pbra 009525
Gene_010175	glycosyltransferase family 71
Gene_010176	basal body-orientation factor 1-like isoform x1
Gene_010177	hypothetical protein pbra 009522
Gene_010178	hypothetical protein pbra 004510
Gene_010179	glycosyltransferase uncharacterized
Gene_010180	hypothetical protein pbra 009231; partial
Gene_010181	alkaline phosphatase
Gene_010182	serine protease family s09x
Gene_010183	hypothetical protein pbra 009235
Gene_010184	hypothetical protein pbra 009236
Gene_010185	hypothetical protein pbra 009237
Gene_010186	hypothetical protein pbra 009237
Gene_010187	nin one binding
Gene_010188	macrocin o-methyltransferase
Gene_010189	hypothetical protein pbra 009241
Gene_010190	ankyrin repeat domain-containing 50-like
Gene_010191	lung seven transmembrane receptor family
Gene_010193	brefeldin a-inhibited guanine nucleotide-exchange 1-like isoform x1
Gene_010194	ring finger 44
Gene_010195	u5 small nuclear ribonucleo 40 kda
Gene_010196	dynein light chain axonemal
Gene_010197	hypothetical protein pbra 009249
Gene_010198	hypothetical protein pbra 009250; partial
Gene_010199	hypothetical protein pbra 009250; partial
Gene_010200	serine threonine-phosphatase 6 regulatory ankyrin repeat subunit a-like
Gene_010201	hypothetical protein pbra 009252
Gene_010202	hypothetical protein pbra 009253
Gene_010203	nucleosome-remodeling factor subunit bptf-like
Gene_010204	hypothetical protein pbra 004108; partial
Gene_010206	hypothetical protein pbra 009256
Gene_010207	hypothetical protein pbra 009039
Gene_010208	ankyrin repeat family
Gene_010209	hypothetical protein pbra 009041
Gene_010210	hypothetical protein pbra 009041
Gene_010211	hypothetical protein pbra 009041
Gene_010212	hypothetical protein pbra 009041
Gene_010213	dna repair
Gene_010214	dna repair rad50
Gene_010217	hypothetical protein pbra 009043
Gene_010218	hypothetical protein pbra 009044
Gene_010219	hypothetical protein pbra 009045
Gene_010220	lmbr1 domain containing
Gene_010221	hypothetical protein pbra 009047
Gene_010222	hypothetical protein pbra 009048
Gene_010223	hypothetical protein pbra 009049
Gene_010224	wd repeat and fyve domain-containing 3
Gene_010225	hypothetical protein pbra 009050
Gene_010226	class i sam-dependent methyltransferase
Gene_010227	probable aquaporin pip2-5
Gene_010228	double-strand break repair mre11-like
Gene_010232	hypothetical protein pbra 009178
Gene_010233	hypothetical protein pbra 009176
Gene_010234	hypothetical protein pbra 009175
Gene_010235	retrotransposon nucleocapsid
Gene_010236	hypothetical protein pbra 009173
Gene_010237	glutathione s-transferase t3-like
Gene_010238	hypothetical protein pbra 009173
Gene_010240	acyl-coenzyme a oxidase peroxisomal
Gene_010241	sister chromatid cohesion pds5 homolog b-like
Gene_010242	sister chromatid cohesion pds5
Gene_010243	phosphatidylinositol 3;4;5-trisphosphate 5-phosphatase 2b-like
Gene_010244	n-acetylglucosamine-1-phosphotransferase subunits alpha beta-like
Gene_010245	hypothetical protein pbra 009168
Gene_010246	dual specificity catalytic domain containing (macronuclear)
Gene_010247	hypothetical protein pbra 009166
Gene_010248	fatty acyl-synthetase
Gene_010249	autophagy-related 18
Gene_010252	hypothetical protein bvrb 036220
Gene_010253	sphingomyelin phosphodiesterase
Gene_010254	hypothetical protein pbra 008939
Gene_010255	hypothetical protein pbra 008415
Gene_010258	coiled-coil domain-containing
Gene_010259	beta-galactosidase 16-like
Gene_010260	beta-galactosidase 3
Gene_010261	multiple epidermal growth factor-like domains 6
Gene_010263	inositol phosphoceramide mannosyltransferase 3-like
Gene_010265	hypothetical protein pbra 000936
Gene_010266	immunoglobulin e-set
Gene_010267	wd repeat-containing 60
Gene_010268	hypothetical protein pbra 008423
Gene_010269	integrator complex subunit 4
Gene_010270	hypothetical protein pbra 008424
Gene_010272	hypothetical protein pbra 008425
Gene_010273	hypothetical protein pbra 008425
Gene_010274	tetratricopeptide repeat
Gene_010276	hypothetical protein pbra 008427
Gene_010277	oda5-associated flagellar adenylate kinase
Gene_010278	hypothetical protein pbra 008430
Gene_010279	hypothetical protein bvrb 033530; partial
Gene_010280	maspardin isoform x1
Gene_010281	hypothetical protein pbra 008433
Gene_010282	folate biopterin family mfs transporter
Gene_010283	proteasome subunit alpha type-2-a
Gene_010284	[micromonas commoda]
Gene_010285	uncharacterized protein loc110463111 isoform x3
Gene_010286	probable phosphatase 2c isoform x2
Gene_010287	methylenetetrahydrofolate reductase
Gene_010288	hypothetical protein pbra 008439
Gene_010289	achain crystal structure of engineered northeast structural genomics consortium target
Gene_010290	proly 4-hydroxylase
Gene_010291	prolyl 4-alpha subunit
Gene_010293	hypothetical protein pbra 008442
Gene_010294	hypothetical protein pbra 002139
Gene_010295	hypothetical protein pbra 009681
Gene_010296	hypothetical protein pbra 008443
Gene_010297	sugar o-acetyltransferase
Gene_010298	amino acid
Gene_010299	with 12x transmembrane regions
Gene_010300	hypothetical protein pbra 008625
Gene_010301	hypothetical protein pbra 008447
Gene_010302	rcc1 blip-ii
Gene_010303	serine threonine-kinase mph1
Gene_010304	duf3638 domain-containing
Gene_010305	ankyrin repeat
Gene_010306	trna methyltransferase 10 homolog a-like
Gene_010307	hypothetical protein pbra 008453
Gene_010309	hypothetical protein pbra 008453
Gene_010310	hypothetical protein pbra 008454
Gene_010311	arginine n-methyltransferase
Gene_010312	tubulin tyrosine ligase
Gene_010313	hypothetical protein pbra 008457
Gene_010314	fk506-binding 15 isoform x1
Gene_010315	multiple inositol polyphosphate phosphatase 1 isoform x2
Gene_010316	retrovirus-related pol poly from transposon tnt 1-94
Gene_010317	retrotransposon-derived peg10
Gene_010318	multiple inositol polyphosphate phosphatase 1-like
Gene_010319	scp-like extracellular
Gene_010321	maltose maltodextrin abc substrate binding periplasmic
Gene_010322	ankyrin repeat
Gene_010323	ankyrin repeat
Gene_010324	extracellular solute-binding family 1
Gene_010325	rab 3
Gene_010326	probable palmitoyltransferase zdhhc20 isoform x1
Gene_010327	kinase domain containing
Gene_010328	adenine nucleotide alpha hydrolases
Gene_010329	hypothetical protein pbra 009119
Gene_010330	glutathione s-transferase
Gene_010331	potential mrna deadenylase and ccr4-not complex subunit not5p
Gene_010332	hypothetical protein pbra 009122
Gene_010333	thiamine transporter 2-like
Gene_010334	n-acetylglucosaminyl-phosphatidylinositol biosynthetic gpi1
Gene_010335	dna replication atp-dependent helicase nuclease dna2 isoform x1
Gene_010337	hypothetical protein pbra 001904
Gene_010338	serine threonine-kinase
Gene_010339	glycosylphosphatidylinositol transamidase
Gene_010340	sperm-tail pg-rich repeat-containing 2
Gene_010341	hypothetical protein pbra 009128
Gene_010343	39s ribosomal mitochondrial
Gene_010344	hypothetical protein pbra 009130
Gene_010345	nuclear pore complex nup205
Gene_010346	hypothetical protein pbra 009661
Gene_010347	uroporphyrinogen-iii synthase
Gene_010348	hypothetical protein pbra 009133
Gene_010349	hypothetical protein pbra 009134
Gene_010350	immunoglobulin e-set
Gene_010351	hypothetical protein pbra 001867
Gene_010352	hypothetical protein pbra 009136
Gene_010353	hypothetical protein pbra 009137; partial
Gene_010354	hypothetical protein pbra 009681
Gene_010355	serine threonine kinase
Gene_010356	family transcriptional regulator
Gene_010357	bulb-type lectin domain
Gene_010358	tubulin-specific chaperone e
Gene_010359	ubiquitin carboxyl-terminal hydrolase 48 isoform x3
Gene_010360	translin-associated factor x-interacting 1
Gene_010361	dna-directed rna polymerases iv and v subunit 11
Gene_010362	gastrula zinc finger-like isoform x1
Gene_010365	hypothetical protein pbra 006592
Gene_010366	exosome complex exonuclease rrp6
Gene_010367	hypothetical protein pbra 006594
Gene_010368	hypothetical protein pbra 006595
Gene_010369	hydroxyisourate hydrolase
Gene_010370	50s ribosomal l2
Gene_010372	mediator subunit med13
Gene_010374	cytochrome c oxidase assembly mitochondrial-like
Gene_010378	vacuolar sorting-associated vps13
Gene_010379	vacuolar sorting-associated 13
Gene_010380	negative elongation factor d
Gene_010381	hypothetical protein pbra 006605
Gene_010382	hect e3 ubiquitin ligase
Gene_010383	gtp-binding 2-like
Gene_010384	hypothetical protein pbra 006608
Gene_010385	hypothetical protein pbra 006608
Gene_010386	tigger transposable element-derived 6-like
Gene_010387	morn repeat-containing
Gene_010388	hypothetical protein pbra 006610
Gene_010390	hypothetical protein pbra 006611
Gene_010391	hypothetical protein pbra 006612
Gene_010392	carbamoyl-phosphate large subunit
Gene_010393	hypothetical protein pbra 006614; partial
Gene_010396	hypothetical protein pbra 006615
Gene_010398	agc kinase
Gene_010399	initiator trna phosphoribosyl transferase
Gene_010400	zinc finger 706
Gene_010401	u3 small nucleolar ribonucleo imp4 isoform x2
Gene_010402	inositol monophosphatase 1
Gene_010403	ankyrin repeat
Gene_010405	duf4955 domain-containing
Gene_010406	g patch domain and kow motifs-containing
Gene_010408	hypothetical protein pbra 006623; partial
Gene_010409	hypothetical protein pbra 006623; partial
Gene_010410	tkl drk kinase
Gene_010411	ankyrin-3-like isoform x2
Gene_010412	transmembrane 260 isoform x1
Gene_010413	dead deah box rna
Gene_010414	40s ribosomal s14
Gene_010415	nadh:ubiquinone oxidoreductase family
Gene_010416	alpha-1;2-mannosyltransferase alg9
Gene_010417	hypothetical protein pbra 006631
Gene_010418	cop9 signalosome complex subunit
Gene_010419	wd40 repeat-containing smu1
Gene_010420	hypothetical protein pbra 006634
Gene_010421	hypothetical protein pbra 006635
Gene_010423	dna-dependent kinase catalytic subunit
Gene_010424	dna-dependent kinase catalytic subunit
Gene_010425	hypothetical protein pbra 006636
Gene_010426	hypothetical protein pbra 006637
Gene_010427	non-canonical poly(a) rna polymerase papd7
Gene_010428	hypothetical protein pbra 006637
Gene_010429	hypothetical protein pbra 006638
Gene_010430	hypothetical protein pbra 006639
Gene_010431	hypothetical protein pbra 006639
Gene_010432	peptidyl-prolyl cis-trans isomerase c
Gene_010434	hypothetical protein pbra 006641
Gene_010435	sabre-like isoform x1
Gene_010436	dna-dependent kinase catalytic subunit
Gene_010437	dna-dependent kinase catalytic subunit-like
Gene_010438	uvr domain
Gene_010439	histone h3
Gene_010440	testis-expressed sequence 10
Gene_010442	hypothetical protein pbra 006649
Gene_010443	metallo-dependent phosphatase
Gene_010444	poly(adp-ribose) glycohydrolase
Gene_010445	beta-galactosidase 15-like
Gene_010446	peptidase s9
Gene_010448	copper oxidase
Gene_010450	hypothetical protein pbra 006655
